Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),Attacking Impact Score,Passing Impact Score,Defensive Impact Score,Movement Impact Score,Goalkeeping Impact Score,Cluster,Player Archetype,Overall Performance Score,Performance Rating,Goalkeeping Rating,PC1,PC2
Alexander Schlager,AUT,GK,0.0,412.0,0,0,0,0,0,0,0,0.0,0.0,0,123,106,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0,85.0,74.0,64,0,0,64,48,16,0,0,2,247,3.4,81,20,23367.49,-1.3243189297858935,-0.8025481583227034,-1.459900097840634,-0.7387526588264548,2.711442247268038,-1,Goalkeeper,0.2911732019551027,9.0,57.6,-0.9855236773640258,-0.14454905538457669
Alexander Sorloth,NOR,FW,0.0,363.0,0,1,5,0,5,0,1,0.6,0.0,0,110,88,80,5,20,2,5,100,0,0,0,9,70,8,6,2,0,0,0,2,,,,135,56,78,1,49,86,3,83,88,276,5.38,483,187,38789.92,1.0125779052331516,0.8959861429055905,0.5414245933064913,4.733235679623617,,3,Complete Midfielders,1.0267291007212271,31.6,,1.3695958080144495,-0.07805025833078227
Alexandr Sojka,CZE,MF,0.0,155.0,1,0,0,0,0,0,0,0.0,0.0,1,65,52,80,5,40,3,1,0,3,33,0,18,84,9,0,2,0,0,0,0,,,,66,10,36,20,26,40,0,24,44,155,8.04,321,108,19628.07,-0.8536417128161344,0.5121754759585869,1.3189955957886024,1.095706992414472,,0,Balanced Contributors,0.792915289838562,24.4,,0.5382885991596624,-0.600273367217088
Alexandre Pierre,HAI,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Alexandro Maidana,PAR,DF,0.0,69.0,0,0,0,0,0,0,0,0.0,0.0,0,19,13,68,1,0,0,0,0,0,0,0,2,30,6,0,0,0,0,0,0,,,,9,4,3,2,2,7,1,4,8,38,2.91,101,38,8335.08,-1.3243189297858935,-1.7203357324758233,-0.8053315709782064,-2.042925165021962,,2,Limited Tournament Impact,0.2082216821132067,6.4,,-1.2316998973696613,0.030847338169860905
Alexis Mac Allister,ARG,MF,1.0,728.0,1,4,13,8,10,3,9,1.92,0.52,0,400,368,92,1,0,1,2,0,3,100,0,17,155,28,6,9,0,0,0,0,,,,190,39,60,91,143,47,2,45,165,778,6.21,729,176,64741.99,8.07449832101706,3.1805818466076143,4.41810644245445,7.232636942430997,,5,Elite All-Round Performers,1.9913422070232651,61.2,,4.766138651358337,1.5537354291199748
Alexis Saelemaekers,BEL,MF,1.0,107.0,0,1,4,25,3,1,0,0.14,7.01,1,42,33,79,2,50,2,2,100,0,0,0,4,25,1,0,2,0,0,0,2,,,,74,23,37,14,40,34,2,29,18,106,5.01,141,64,12229.42,1.5913008900382193,0.1717918889397095,-0.6999582647365266,0.2987320665935152,,0,Balanced Contributors,0.6089938774634024,18.7,,0.17832174085792327,0.6084469417898369
Alexis Vega,MEX,FW,0.0,18.0,0,0,0,0,0,0,0,0.0,0.0,0,10,10,100,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,,,,12,5,4,3,7,5,2,3,6,25,1.22,28,10,1915.42,-1.3243189297858935,-1.4235901845298056,-1.5363973091727507,-2.4633556175224776,,2,Limited Tournament Impact,0.1343359076602243,4.1,,-1.449797885184131,0.06571286505933337
Alfie Jones,CAN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Alhashmi Alhussein,QAT,DF,0.0,41.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,8,2,2,0,0,0,0,,,,1,0,1,0,0,1,0,1,1,1,1.97,50,20,4072.3,-1.3243189297858935,-2.4642577606874845,-0.4488443546085186,-2.7481312454536155,,2,Limited Tournament Impact,0.1443641729765399,4.4,,-1.4216106033915445,0.1746372907816063
Ali Abdi,TUN,DF,0.0,293.0,0,0,1,0,0,1,0,0.05,0.0,1,74,51,69,5,0,2,5,60,0,0,0,22,102,24,4,2,0,0,0,0,,,,102,46,48,8,21,81,5,17,35,153,6.13,343,150,29932.97,-0.9182489040054308,0.0198439690029677,2.6916151952627447,2.3572610692466656,,3,Complete Midfielders,0.9619762247446564,29.6,,1.0324357557667234,-0.7240087188610589
Ali Ahmed,CAN,FW,0.0,258.0,0,1,3,0,1,2,0,0.29,0.0,2,65,51,78,15,20,3,5,40,1,100,0,18,113,12,1,5,0,0,0,0,,,,124,50,60,14,37,87,5,45,45,188,5.24,341,172,27940.35,0.1571732759033511,1.6573066227048112,2.341298264552277,3.230606861903972,,3,Complete Midfielders,1.1449046533232992,35.2,,1.6582926597373207,-0.6584021955985329
Ali Alhamadi,IRQ,FW,0.0,201.0,0,0,6,0,4,2,2,0.95,0.0,0,35,26,74,0,0,1,0,0,0,0,0,13,71,11,1,5,0,0,0,0,,,,100,53,45,2,79,21,5,23,33,90,6.76,258,112,22671.28,1.6182037785304717,-1.5115117349895348,1.5027171468955591,1.8372298999671228,,1,Dynamic Attackers,0.7871383181641542,24.2,,0.7038888982655099,0.6576456286190367
Ali Alipour,IRN,FW,0.0,42.0,0,0,1,0,1,0,0,0.04,0.0,0,8,4,50,0,0,0,1,100,0,0,0,2,13,4,1,1,0,0,0,0,,,,17,10,7,0,13,4,0,5,7,21,2.2,51,27,4655.69,-1.017367080586114,-1.121301295737064,-0.944841204900058,-2.2203657027032384,,2,Limited Tournament Impact,0.2417745039723584,7.4,,-1.1076854602204955,0.04700398100164283
Ali Azaizeh,JOR,FW,0.0,78.0,0,0,2,0,1,1,1,0.06,0.0,1,13,12,92,1,0,1,0,0,0,0,0,3,47,3,1,1,0,0,0,0,,,,30,11,19,0,18,12,0,12,16,35,7.27,129,40,9229.12,-0.3894758089080881,-1.457979022597672,-0.5673584585759843,-1.0156445869797397,,2,Limited Tournament Impact,0.3463440633773653,10.6,,-0.7519948520082796,0.25096362139295797
Ali Jasim,IRQ,FW,0.0,144.0,0,1,4,0,0,4,0,0.11,0.0,3,36,29,81,5,0,1,4,75,1,100,0,27,58,8,1,0,0,0,0,0,,,,55,16,32,7,21,34,4,23,39,96,4.46,252,92,15703.59,0.4131908498831744,0.7253802646754399,1.1860204680269992,0.4573826989354698,,0,Balanced Contributors,0.805066577257624,24.8,,0.6713509281365887,-0.13418012472063806
Ali Lajami,KSA,DF,0.0,177.0,0,0,0,0,0,0,0,0.0,0.0,0,68,56,82,0,0,0,4,75,5,80,0,3,7,3,0,2,0,0,0,0,,,,11,0,1,10,6,5,0,1,16,138,5.8,145,54,16522.11,-1.3243189297858935,1.267957206241911,-0.8385491243619355,-1.379837047611391,,0,Balanced Contributors,0.4761020617933003,14.6,,-0.43271025429301957,-0.5899328300739358
Ali Majrashi,KSA,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Ali Nemati,IRN,DF,0.0,309.0,0,0,1,0,1,0,0,0.06,0.0,0,129,114,88,3,33,0,3,0,2,100,0,5,24,10,3,0,1,0,0,1,,,,28,3,1,24,12,16,1,4,22,265,6.14,369,108,31613.92,-1.0018016492865396,1.0976934596921135,-0.4384993461610484,0.1313164415954422,,0,Balanced Contributors,0.6026714544046317,18.5,,-0.03495021071797415,-0.5476309079349093
Ali Olwan,JOR,FW,1.0,297.0,0,3,6,17,4,2,1,0.25,3.93,0,48,36,75,8,38,6,4,50,1,100,0,11,154,7,1,4,0,0,0,1,,,,63,22,36,5,30,33,12,40,47,147,6.79,411,138,33572.53,2.5851210915506115,1.5147357384172406,1.879394903279844,2.489542613691389,,1,Dynamic Attackers,1.1330913499363553,34.8,,1.807696520844318,0.34341371812715493
Ali Yousif,IRQ,FW,0.0,38.0,0,0,0,0,0,0,0,0.0,0.0,0,4,4,100,0,0,0,0,0,0,0,0,2,17,1,1,0,0,0,0,0,,,,5,3,2,0,4,1,0,2,3,8,2.35,69,22,4539.67,-1.3243189297858935,-1.6196613545655507,-1.257352059880335,-2.5443908667074133,,2,Limited Tournament Impact,0.1419584017693504,4.4,,-1.4274559125743886,0.07992950678328661
Alidu Seidu,GHA,DF,0.0,92.0,0,0,0,0,0,0,0,0.0,0.0,0,27,25,93,1,0,1,0,0,0,0,0,0,16,6,1,0,1,0,0,0,,,,4,2,2,0,0,4,0,2,15,65,1.36,73,34,8378.97,-1.3243189297858935,-1.3360068905671687,-1.0850995051603576,-2.3578313419600936,,2,Limited Tournament Impact,0.1919810678226906,5.9,,-1.278818795631628,-0.002551152818994504
Alireza Beiranvand,IRN,GK,0.0,309.0,0,0,0,0,0,0,0,0.0,0.0,0,93,62,67,0,0,2,2,0,1,100,0,0,0,0,0,1,0,0,0,0,15.0,75.0,65.0,32,0,0,32,18,14,0,0,4,185,2.59,19,0,13335.74,-1.3243189297858935,0.0184952973886831,-1.459900097840634,-1.8218639657904605,2.4021571100675305,-1,Goalkeeper,0.2915898300412151,9.0,53.1,-0.9816079035795755,-0.25803663546438377
Alireza Jahanbakhsh,IRN,MF,0.0,58.0,0,0,1,0,1,0,0,0.04,0.0,0,11,7,64,2,50,1,1,100,0,0,0,2,20,0,2,0,0,0,0,0,,,,35,16,13,6,20,15,1,6,10,30,4.37,84,30,6517.05,-1.017367080586114,-0.3733325063347218,-1.2857015593068697,-1.4105300645581405,,2,Limited Tournament Impact,0.3136193770613172,9.6,,-0.8941985497796338,-0.10398019917801606
Alisson,BRA,GK,0.0,520.0,0,0,0,0,0,0,0,0.0,0.0,0,132,107,81,0,0,1,3,0,1,100,0,0,0,0,0,0,0,0,0,0,15.0,67.0,59.0,19,0,0,19,14,5,0,0,0,266,3.07,16,2,26656.8,-1.3243189297858935,0.478152716143205,-1.631956563153904,-1.7418241756041135,2.176088406517826,-1,Goalkeeper,0.3149897339790339,9.7,49.8,-0.9114827016312401,-0.33549272106674277
Alistair Johnston,CAN,DF,0.0,511.0,0,2,5,0,4,1,2,0.18,0.0,2,240,184,77,24,25,3,17,53,2,100,0,12,52,16,5,4,1,0,0,0,,,,176,53,50,73,39,137,8,47,88,509,6.28,683,264,53458.13,1.3302537246880628,4.8611481717458815,1.3657677464563287,6.735333824561268,,5,Elite All-Round Performers,1.5453847057692165,47.5,,2.9365461460733173,-0.9250077724981208
Almoez Ali,QAT,FW,0.0,24.0,0,1,1,0,1,0,1,0.05,0.0,0,3,2,67,0,0,0,1,100,0,0,0,1,11,2,0,0,0,0,0,0,,,,15,3,10,2,10,5,0,2,5,9,2.3,38,11,2859.04,-0.5187554019076704,-1.0125571446558148,-1.3245618144349536,-2.44440373626678,,2,Limited Tournament Impact,0.2176850937631198,6.7,,-1.140915679499818,0.25765973137662684
Alphonso Davies,CAN,DF,0.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,18,14,78,1,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,,,,13,6,7,0,3,10,0,14,8,41,1.4,37,17,2589.59,-1.3243189297858935,-1.5423987884542083,-1.52531613089527,-2.334498996308276,,2,Limited Tournament Impact,0.1337399822163321,4.1,,-1.4519218216708063,0.08228278244791754
Altay Bayindir,TUR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Alvaro Fidalgo,MEX,MF,1.0,117.0,0,2,3,33,2,1,0,0.35,2.85,0,77,72,94,3,0,0,3,0,2,100,0,6,35,4,0,2,0,0,0,0,,,,90,9,40,41,39,51,0,16,15,172,4.72,232,87,15056.33,1.4221504264696785,0.4896886759988195,-0.2797359408873684,0.6123197354293031,,0,Balanced Contributors,0.687497333676647,21.1,,0.39852546732630134,0.42587839691358187
Alvaro Montero,COL,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Amad Diallo,CIV,FW,2.0,211.0,0,4,8,25,6,2,0,1.44,1.39,4,73,69,95,7,29,7,4,100,1,100,0,8,54,12,0,2,0,0,0,1,,,,95,34,40,21,31,64,3,48,62,193,6.15,270,104,21888.37,4.699600555196027,2.2902338478101494,0.5481821587539962,2.209535346765785,,1,Dynamic Attackers,1.1222258838478787,34.5,,1.9373064273921916,1.115109950743953
Amadou Onana,BEL,MF,0.0,127.0,0,0,2,0,0,2,0,0.07,0.0,0,64,57,89,0,0,1,1,100,0,0,0,25,26,9,1,3,0,0,0,0,,,,44,2,16,26,35,9,0,6,29,143,4.31,146,44,13465.81,-0.6602979307471838,-0.2487051969842563,1.2845537550489852,-0.7884942926929532,,0,Balanced Contributors,0.6270589991926376,19.3,,0.06183820135009129,-0.28813323831613263
Amar Dedic,BIH,DF,0.0,310.0,0,1,2,0,0,2,0,0.06,0.0,0,99,80,81,0,0,8,1,0,3,100,0,14,95,11,6,3,1,0,0,0,,,,56,23,19,14,11,45,1,3,40,204,4.44,356,141,30604.3,-0.4224210762152403,1.1365157072668932,1.486868214077263,0.8071380442668301,,3,Complete Midfielders,0.856867702504255,26.3,,0.7620291388170999,-0.5697218113940941
Amar Memic,BIH,MF,0.0,254.0,0,1,3,0,2,1,0,0.19,0.0,0,52,39,75,5,0,1,4,0,0,0,0,13,54,10,3,3,0,0,0,0,,,,67,38,19,10,22,45,0,20,40,135,6.46,306,152,27462.49,-0.0743747943118446,-0.7373858545822686,0.9086311512928732,1.2092841583632743,,0,Balanced Contributors,0.6901682108922109,21.2,,0.29024871053740975,-0.02891930474292957
Amer Jamous,JOR,MF,0.0,19.0,0,0,0,0,0,0,0,0.0,0.0,0,4,4,100,0,0,0,0,0,0,0,0,2,26,2,1,0,0,0,0,0,,,,4,1,3,0,4,0,0,2,2,8,2.19,48,10,2136.97,-1.3243189297858935,-1.6196613545655507,-1.096028421124034,-2.716534934991682,,2,Limited Tournament Impact,0.1478420297907457,4.5,,-1.4098169393163873,0.0713690988629457
Amine Gouiri,ALG,FW,1.0,270.0,0,2,3,33,2,1,0,0.62,1.61,0,58,51,88,1,0,1,0,0,0,0,0,7,126,12,1,1,0,0,0,0,,,,188,69,107,12,139,49,3,40,40,137,6.17,355,131,27787.87,1.5318291301309257,-1.1366172761541151,1.1116548102706123,4.099040362289095,,1,Dynamic Attackers,0.9068832694235016,27.9,,1.0505890670502704,0.48760047936747397
Amir Alammari,IRQ,MF,0.0,279.0,1,0,0,0,0,0,0,0.0,0.0,3,125,99,79,7,43,1,7,57,0,0,0,19,64,19,3,0,2,0,0,0,,,,80,5,35,40,49,31,1,6,40,261,6.6,383,104,30575.01,-0.7288708072432812,1.0291824659711502,1.4315051613509266,1.3998874581891936,,3,Complete Midfielders,0.866597934045595,26.6,,0.7668228452630721,-0.6825598470914646
Amir Hadziahmetovic,BIH,MF,0.0,12.0,0,0,0,0,0,0,0,0.0,0.0,1,3,3,100,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,1,0,1,0,1,0,0,0,0,9,1.61,21,5,1349.67,-1.261933476999467,-1.569739035077044,-1.587631850043982,-2.949450990295276,,2,Limited Tournament Impact,0.0917110922200529,2.8,,-1.571192718697781,0.1451915319882487
Amir Murillo,PAN,DF,0.0,303.0,0,1,5,0,4,1,0,0.37,0.0,0,112,88,79,8,50,5,12,58,1,100,0,11,68,15,1,7,0,0,0,1,,,,101,35,46,20,15,86,5,26,67,260,6.27,332,156,31781.32,0.6173560605855868,2.793878133455636,1.9353272414281395,2.889846236424514,,3,Complete Midfielders,1.189898592529668,36.6,,1.8289848951427163,-0.6580713277346835
Amirhossein Hosseinzadeh,IRN,FW,0.0,26.0,0,0,1,0,1,0,0,0.09,0.0,0,14,10,71,0,0,0,3,67,1,100,0,3,13,3,0,0,0,0,0,0,,,,15,4,9,2,8,7,0,3,8,33,4.82,47,17,3200.06,-0.9784535023371776,-0.0678260067329403,-1.1161749853235925,-2.0793135144956394,,2,Limited Tournament Impact,0.3164043633594491,9.7,,-0.8816996947918845,-0.137010667438801
Amirmohammad Razaghinia,IRN,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Anas Badawi,JOR,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Anass Salah Eddine,MAR,DF,0.0,240.0,0,0,1,0,0,1,0,0.01,0.0,0,166,152,92,3,0,0,1,100,0,0,0,3,35,10,3,2,0,0,0,0,,,,43,11,8,24,11,32,3,10,55,338,3.78,201,77,22567.1,-1.0117652193910067,0.6850108099124523,-0.0971248927796461,0.3045864129189785,,0,Balanced Contributors,0.6141476889238809,18.9,,-0.0026070746548643472,-0.5120504477188393
Andreas Schjelderup,NOR,MF,1.0,297.0,3,2,3,33,3,0,0,0.2,5.12,0,104,89,86,7,14,4,9,56,2,50,0,18,68,14,2,3,0,0,0,0,,,,107,25,69,13,23,84,4,70,58,250,6.44,384,137,31621.18,2.6852317381158417,1.95093976031823,1.6217183799570656,3.356170311971076,,1,Dynamic Attackers,1.1958966303935166,36.8,,2.0013361052271303,0.28008650958357156
Andrej Kramaric,CRO,FW,0.0,81.0,0,0,1,0,0,1,0,0.01,0.0,0,20,17,85,2,0,0,2,50,0,0,0,0,24,1,0,0,0,0,0,1,,,,47,18,22,7,32,15,0,10,9,47,5.44,163,50,10055.36,-1.0117652193910067,-0.928258198907389,-1.3044152502353952,-0.8137852388296992,,2,Limited Tournament Impact,0.3037672387243803,9.3,,-0.9246504112619348,-0.017106098498956647
Andres Andrade,PAN,DF,0.0,303.0,0,0,0,0,0,0,0,0.0,0.0,0,178,147,83,8,0,0,7,29,5,80,0,10,38,19,4,0,1,0,0,0,,,,91,3,24,64,21,70,1,2,71,380,6.0,322,117,30384.6,-1.3243189297858935,2.481735044093685,0.5825530537980258,1.9394257604982168,,3,Complete Midfielders,0.905448691810382,27.8,,0.8389430834042335,-1.1281982586256705
Andres Cubas,PAR,MF,0.0,554.0,0,0,1,0,0,1,0,0.02,0.0,0,117,97,83,0,0,0,1,0,1,100,0,43,231,57,14,3,1,0,0,0,,,,57,0,20,37,48,9,0,7,56,285,6.6,756,205,60748.96,-1.0039825037412196,0.1189731537260122,7.634343891040173,2.4970322210405413,,3,Complete Midfielders,1.4638388636287167,45.0,,2.5141761471642954,-1.285689602127655
Andres Gomez,COL,FW,0.0,7.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,1,1,0,0,0,1,0,0,0,0,1.56,16,6,1042.07,-1.3243189297858935,-2.4642577606874845,-1.5592823506174471,-2.9705722259484912,,2,Limited Tournament Impact,0.0214597058686737,0.7,,-1.7858205298018277,0.2980781886668842
Andy Robertson,SCO,DF,0.0,255.0,0,0,0,0,0,0,0,0.0,0.0,0,153,124,81,11,36,1,7,14,3,33,0,13,47,5,3,1,1,0,0,0,,,,59,17,27,15,8,51,2,24,42,316,5.92,246,107,25387.97,-1.3243189297858935,1.9531509566301948,0.1789848014290875,1.0864518798746927,,0,Balanced Contributors,0.7744726803159818,23.8,,0.45055197561240384,-0.9429103713642105
Ange Yoan Bonny,CIV,FW,0.0,258.0,0,1,1,0,0,1,0,0.05,0.0,0,30,26,87,3,33,1,0,0,0,0,0,7,123,7,1,3,0,0,0,1,,,,71,51,20,0,63,8,7,36,49,92,6.23,314,113,26951.82,-0.7349747866101267,-0.9900865607798418,1.114559034769829,1.7694976001306335,,0,Balanced Contributors,0.6996561982913022,21.5,,0.26728017815581456,-0.2681986453507152
Angelo Preciado,ECU,DF,0.0,137.0,0,0,0,0,0,0,0,0.0,0.0,0,47,32,68,8,13,1,5,20,1,100,0,4,29,3,0,1,0,0,0,0,,,,29,11,10,8,4,25,3,16,22,106,6.31,144,61,14040.86,-1.3243189297858935,0.6026432196020711,-0.704503948421922,-0.5236610182172874,,0,Balanced Contributors,0.487769637649709,15.0,,-0.40025949940576655,-0.5106552443271142
Angelo Stiller,GER,MF,0.0,52.0,0,0,0,0,0,0,0,0.0,0.0,0,34,31,91,0,0,0,1,0,0,0,0,1,7,1,0,0,0,0,0,0,,,,28,0,13,15,25,3,0,3,10,72,1.71,85,18,5947.34,-1.3243189297858935,-1.3653655839919276,-1.4304795618038522,-1.983482129898367,,2,Limited Tournament Impact,0.177441890431445,5.5,,-1.3224027103758327,0.021343430428254068
Angus Gunn,SCO,GK,0.0,306.0,0,0,0,0,0,0,0,0.0,0.0,0,119,90,76,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,9.0,75.0,64.0,21,0,0,21,15,6,0,0,3,224,3.43,29,6,17506.02,-1.3243189297858935,-0.0473258480497594,-1.631956563153904,-1.8102206965007623,1.852011488991872,-1,Goalkeeper,0.2701286695511107,8.3,45.0,-1.0453793802421576,-0.22794532064062112
Anibal Godoy,PAN,MF,0.0,11.0,0,0,0,0,0,0,0,0.0,0.0,0,8,8,100,1,0,0,1,100,1,0,0,0,2,1,0,1,0,0,0,0,,,,4,1,2,1,1,3,0,1,3,18,2.1,18,4,1239.04,-1.3243189297858935,-0.4354879808727045,-1.3761447070266966,-2.7965050451010423,,2,Limited Tournament Impact,0.2075115606582307,6.4,,-1.2306601914825366,-0.1316920523576104
Anis Hadj Moussa,ALG,FW,0.0,114.0,0,1,2,0,2,0,0,0.15,0.0,5,36,25,69,4,50,8,5,60,1,100,0,3,34,1,0,2,0,0,0,0,,,,50,24,22,4,15,35,2,20,27,95,4.9,151,60,12312.89,-0.0983493877239599,1.5908063488153013,-0.6625433793879137,-0.2148154371400754,,0,Balanced Contributors,0.631457277240944,19.4,,0.1200982496449286,-0.2748256457992543
Anis Slimane,TUN,MF,0.0,257.0,0,1,1,0,1,0,1,0.11,0.0,2,75,59,79,4,50,0,2,50,2,100,0,5,92,5,0,0,0,0,0,2,,,,180,57,85,38,149,31,0,30,42,162,7.16,408,123,30657.94,-0.3472882024360932,1.0704232384715355,0.0070556054127458,3.7552376634779465,,3,Complete Midfielders,0.880654923205668,27.1,,0.8348533150230291,-0.5132096291327473
Ante Budimir,CRO,FW,1.0,168.0,0,1,3,33,3,0,1,0.46,2.18,0,10,6,60,0,0,0,2,0,0,0,0,13,76,13,6,4,0,0,0,0,,,,76,65,10,1,68,8,1,14,16,37,4.99,180,94,18722.29,1.4240422142254698,-1.7367698200821235,1.5092526414876442,0.3008180486647119,,0,Balanced Contributors,0.6732420156834324,20.7,,0.35274783666015697,0.700805374662005
Anthony Elanga,SWE,FW,2.0,247.0,0,3,3,67,2,1,0,0.53,3.77,1,76,60,79,12,0,3,9,33,0,0,0,10,31,1,0,7,0,0,0,1,,,,110,47,56,7,40,70,7,39,59,192,5.94,211,118,24265.7,2.852394830376394,0.7855721977628399,0.600705446386979,2.7091597277972905,,1,Dynamic Attackers,0.9724572358222952,29.9,,1.3500431684528778,0.7068701862196599
Anthony Gordon,ENG,FW,1.0,442.0,3,4,6,17,6,0,2,0.7,1.43,0,113,96,85,10,20,10,18,72,0,0,0,24,115,12,3,9,0,0,0,0,,,,173,65,77,31,72,101,9,74,91,257,4.96,384,189,36323.52,4.3906180615263,2.9551822688838665,3.4255807972525907,5.601024765134319,,5,Elite All-Round Performers,1.6459869687920323,50.6,,3.4644697932359008,0.4205018381273484
Anthony Ralston,SCO,DF,0.0,23.0,0,1,1,0,1,0,0,0.02,0.0,0,5,5,100,1,100,1,1,100,1,100,0,2,9,2,2,0,0,0,0,0,,,,5,1,3,1,0,5,0,3,3,16,4.9,35,13,2807.5,-0.7872729417039582,1.1454956106620175,-1.284408451841203,-2.386214744231101,,0,Balanced Contributors,0.3830819570906326,11.8,,-0.666978428874545,-0.27660055805249706
Anthony Valencia,ECU,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Antoine Mendy,SEN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Antoine Semenyo,GHA,MF,0.0,414.0,0,0,6,0,3,3,1,0.26,0.0,0,68,52,76,5,0,5,5,60,0,0,0,26,123,20,6,4,0,0,0,4,,,,92,45,33,14,54,38,3,44,50,176,5.78,285,167,39933.84,0.8649770139926896,0.3462086486260263,3.271323609275319,2.5071307768003366,,3,Complete Midfielders,1.118393598190511,34.4,,1.6317315942807677,-0.1994092607093293
